paper_id,keyword_count
https://openalex.org/W4225400651,0
https://openalex.org/W4312447517,2
https://openalex.org/W4401340555,19
https://openalex.org/W4390546653,74
https://openalex.org/W4225571424,82
https://openalex.org/W4304480089,5
https://openalex.org/W4223477217,37
https://openalex.org/W4283814979,0
https://openalex.org/W4213215738,4
https://openalex.org/W3166160356,0
https://openalex.org/W4284892194,10
https://openalex.org/W4291285552,10
https://openalex.org/W4223938051,13
https://openalex.org/W4366985933,16
https://openalex.org/W4385669247,3
https://openalex.org/W3126838184,4
https://openalex.org/W4365512590,3
https://openalex.org/W4394763012,5
https://openalex.org/W3179813350,34
https://openalex.org/W4283579763,0
https://openalex.org/W3208487261,6
https://openalex.org/W4362587822,3
https://openalex.org/W3133985682,3
https://openalex.org/W4307313867,0
https://openalex.org/W4283261346,2
https://openalex.org/W4396929048,1
https://openalex.org/W4389726591,26
https://openalex.org/W4323048049,4
https://openalex.org/W4404995960,32
https://openalex.org/W4399309256,1
https://openalex.org/W4312069698,16
https://openalex.org/W4206375655,0
https://openalex.org/W4283751583,14
https://openalex.org/W3153054352,22
https://openalex.org/W4318407322,8
https://openalex.org/W4210486554,3
https://openalex.org/W4224255232,17
https://openalex.org/W4200357501,13
https://openalex.org/W4403619979,24
https://openalex.org/W3216428534,32
https://openalex.org/W4401022516,36
https://openalex.org/W4366351622,3
https://openalex.org/W4284965620,93
https://openalex.org/W4312082416,6
https://openalex.org/W3158727812,14
https://openalex.org/W3152917270,3
https://openalex.org/W3158183731,164
https://openalex.org/W4396972567,6
https://openalex.org/W4390871639,16
https://openalex.org/W4390612876,11
https://openalex.org/W4393066559,10
https://openalex.org/W4200286181,4
https://openalex.org/W4376461347,5
https://openalex.org/W4389976190,0
https://openalex.org/W4283161853,4
https://openalex.org/W3213476203,12
https://openalex.org/W4309167502,1
https://openalex.org/W4312521305,1
https://openalex.org/W4400006725,42
https://openalex.org/W3215241526,10
https://openalex.org/W3162374718,10
https://openalex.org/W4312906880,0
https://openalex.org/W4382197512,10
https://openalex.org/W4280491806,5
https://openalex.org/W4291010576,0
https://openalex.org/W4210979335,21
https://openalex.org/W4379058425,0
https://openalex.org/W4367011743,35
https://openalex.org/W4200038429,7
https://openalex.org/W3200109600,19
https://openalex.org/W3196945786,64
https://openalex.org/W4312192977,15
https://openalex.org/W4327927819,0
https://openalex.org/W4295007847,7
https://openalex.org/W4379524073,4
https://openalex.org/W4388671666,50
https://openalex.org/W4400988895,2
https://openalex.org/W4399295623,24
https://openalex.org/W4400368488,6
https://openalex.org/W3187870935,13
https://openalex.org/W4392365497,36
https://openalex.org/W4394891065,2
https://openalex.org/W4306160437,3
https://openalex.org/W3130307451,4
https://openalex.org/W4379792985,3
https://openalex.org/W4220733663,0
https://openalex.org/W4296482527,13
https://openalex.org/W4210562240,0
https://openalex.org/W4200280798,2
https://openalex.org/W4404583224,18
https://openalex.org/W4393092140,18
https://openalex.org/W3168413899,27
https://openalex.org/W4392790262,74
https://openalex.org/W4315928324,1
https://openalex.org/W3185302230,23
https://openalex.org/W4319454664,0
https://openalex.org/W4385667903,3
https://openalex.org/W4394797667,7
https://openalex.org/W3207980549,13
https://openalex.org/W4390495524,5
https://openalex.org/W4390811776,0
https://openalex.org/W4399038420,14
https://openalex.org/W4307135229,33
https://openalex.org/W4388759175,0
https://openalex.org/W4394692786,18
https://openalex.org/W4295670082,8
https://openalex.org/W4386124147,0
https://openalex.org/W4213208423,7
https://openalex.org/W4396951539,17
https://openalex.org/W4391332902,8
https://openalex.org/W4392913464,8
https://openalex.org/W4200128318,4
https://openalex.org/W4323042219,24
https://openalex.org/W4310258755,25
https://openalex.org/W3200048953,35
https://openalex.org/W4280508716,14
https://openalex.org/W4294189549,9
https://openalex.org/W4306157988,11
https://openalex.org/W4290995536,10
https://openalex.org/W3127167124,13
https://openalex.org/W4200601126,17
https://openalex.org/W4285591060,21
https://openalex.org/W3214972807,46
https://openalex.org/W3123940298,14
https://openalex.org/W4389054033,1
https://openalex.org/W3160029576,26
https://openalex.org/W3175466827,13
https://openalex.org/W4388827707,0
https://openalex.org/W4285166374,0
https://openalex.org/W4363625437,1
https://openalex.org/W4232049954,11
https://openalex.org/W4386878450,14
https://openalex.org/W4386930678,13
https://openalex.org/W4200549859,2
https://openalex.org/W4225474853,3
https://openalex.org/W4383315916,12
https://openalex.org/W3164002910,23
https://openalex.org/W4280592196,11
https://openalex.org/W3191900730,23
https://openalex.org/W4226330447,4
https://openalex.org/W4281396641,1
https://openalex.org/W4388667486,22
https://openalex.org/W3154587614,11
https://openalex.org/W4283168735,5
https://openalex.org/W4303644462,6
https://openalex.org/W4388406351,6
https://openalex.org/W3156939979,10
https://openalex.org/W4313324206,6
https://openalex.org/W4390939546,42
https://openalex.org/W4225659336,7
https://openalex.org/W3204098363,15
https://openalex.org/W3171960265,16
https://openalex.org/W4210658152,10
https://openalex.org/W3208772806,0
https://openalex.org/W4214678670,30
https://openalex.org/W3132742494,3
https://openalex.org/W3156422896,22
https://openalex.org/W3192596566,3
https://openalex.org/W3132330851,2
https://openalex.org/W3210265299,25
https://openalex.org/W4234229124,0
https://openalex.org/W4396517694,48
https://openalex.org/W4210565004,46
https://openalex.org/W4200270617,9
https://openalex.org/W3127222371,22
https://openalex.org/W4393273480,3
https://openalex.org/W4379535697,23
https://openalex.org/W4206082487,0
https://openalex.org/W4400258370,29
https://openalex.org/W4386215812,14
https://openalex.org/W4400739186,5
https://openalex.org/W4200228714,9
https://openalex.org/W4308792295,7
https://openalex.org/W4323859257,5
https://openalex.org/W3206266190,31
https://openalex.org/W4396560227,9
https://openalex.org/W4401189369,0
https://openalex.org/W4211170937,8
https://openalex.org/W4394592997,17
https://openalex.org/W4392590868,10
https://openalex.org/W4317761500,27
https://openalex.org/W4288724062,0
https://openalex.org/W4385670130,4
https://openalex.org/W4200359944,12
https://openalex.org/W4319656228,9
https://openalex.org/W4394795052,0
https://openalex.org/W4394954684,11
https://openalex.org/W4377237662,4
https://openalex.org/W4362705732,10
https://openalex.org/W4220756422,0
https://openalex.org/W4308477991,0
https://openalex.org/W3205332148,3
https://openalex.org/W4386834456,27
https://openalex.org/W3205741191,52
https://openalex.org/W3166341929,14
https://openalex.org/W4225269212,21
https://openalex.org/W4223934982,0
https://openalex.org/W4280535789,18
https://openalex.org/W3119888458,27
https://openalex.org/W3214690163,2
https://openalex.org/W4392189178,0
https://openalex.org/W4213041668,10
https://openalex.org/W4283719614,10
https://openalex.org/W4387907773,29
https://openalex.org/W4285512315,48
https://openalex.org/W4386407690,3
https://openalex.org/W4306803272,6
https://openalex.org/W4387568917,111
https://openalex.org/W4385439255,1
https://openalex.org/W4379012639,19
https://openalex.org/W4391883367,16
https://openalex.org/W3119878718,9
https://openalex.org/W4229052394,14
https://openalex.org/W3122790167,4
https://openalex.org/W4383301709,3
https://openalex.org/W4390988584,20
https://openalex.org/W3215390101,0
https://openalex.org/W4387341061,0
https://openalex.org/W3193490805,2
https://openalex.org/W4376959009,27
https://openalex.org/W4384210748,0
https://openalex.org/W4225006835,12
https://openalex.org/W3203167314,7
https://openalex.org/W3120935802,17
https://openalex.org/W4224071500,4
https://openalex.org/W3176212932,18
https://openalex.org/W4376461075,1
https://openalex.org/W3200084996,17
https://openalex.org/W4387848466,4
https://openalex.org/W4200462470,3
https://openalex.org/W3126510821,4
https://openalex.org/W4318825421,10
https://openalex.org/W4376854832,1
https://openalex.org/W4300961052,2
https://openalex.org/W4391537239,54
https://openalex.org/W4386322002,55
https://openalex.org/W4387461176,1
https://openalex.org/W3126940158,5
https://openalex.org/W4297013135,0
https://openalex.org/W4379646965,15
https://openalex.org/W4388671992,3
https://openalex.org/W3135266906,17
https://openalex.org/W3120691764,11
https://openalex.org/W4293037173,0
https://openalex.org/W3184452763,43
https://openalex.org/W3133049234,34
https://openalex.org/W3214393098,8
https://openalex.org/W4401132596,23
https://openalex.org/W3121537976,3
https://openalex.org/W4313203781,30
https://openalex.org/W4387644188,67
https://openalex.org/W3127771137,12
https://openalex.org/W4392863802,5
https://openalex.org/W4404486698,11
https://openalex.org/W4242536097,1
https://openalex.org/W4229372705,7
https://openalex.org/W4360595471,3
https://openalex.org/W4287225993,11
https://openalex.org/W3202777321,16
https://openalex.org/W4319261891,3
https://openalex.org/W3183630488,24
https://openalex.org/W3149942599,8
https://openalex.org/W4210970181,35
https://openalex.org/W4321599468,18
https://openalex.org/W3197857432,12
https://openalex.org/W4381052369,16
https://openalex.org/W3215068754,16
https://openalex.org/W4400201601,39
https://openalex.org/W3171240991,0
https://openalex.org/W4382813540,9
https://openalex.org/W3171606172,6
https://openalex.org/W4207052662,31
https://openalex.org/W4224231338,1
https://openalex.org/W4386916467,1
https://openalex.org/W4390669601,26
https://openalex.org/W4281812587,8
https://openalex.org/W4399139175,0
https://openalex.org/W4231454941,5
https://openalex.org/W4292474846,22
https://openalex.org/W4389722784,7
https://openalex.org/W4363678740,0
https://openalex.org/W4386927848,54
https://openalex.org/W3211265756,6
https://openalex.org/W3208185101,10
https://openalex.org/W4312776069,2
https://openalex.org/W4389145111,7
https://openalex.org/W4200000829,13
https://openalex.org/W3167917450,4
https://openalex.org/W4327928492,0
https://openalex.org/W4312122580,6
https://openalex.org/W4224275405,273
https://openalex.org/W4382468141,15
https://openalex.org/W4242782466,0
https://openalex.org/W3155553236,14
https://openalex.org/W3207371111,7
